Farbe	Kommentar	Dokumentgruppe	Dokumentname	Code	Anfang	Ende	Gewicht	Segment	Bearbeitet von	Bearbeitet am	Erstellt von	Erstellt am	Fläche	Abdeckungsgrad %
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:07:30,1	0:07:32,7	0		empshiwi	14.10.2020 15:10:05	empshiwi	14.10.2020 15:10:05	00:00:02,6	0,30
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:07:31,2	0:07:32,6	0		empshiwi	14.10.2020 15:10:23	empshiwi	14.10.2020 15:10:23	00:00:01,3	0,16
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question	0:07:30,8	0:07:32,8	0		empshiwi	14.10.2020 15:10:35	empshiwi	14.10.2020 15:10:35	00:00:01,9	0,23
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question\reacted	0:07:33,1	0:07:43,6	0		empshiwi	14.10.2020 15:11:30	empshiwi	14.10.2020 15:11:30	00:00:10,4	1,21
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question\reacted\verbal	0:07:33,1	0:07:43,6	0		empshiwi	14.10.2020 15:11:31	empshiwi	14.10.2020 15:11:31	00:00:10,4	1,21
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question\reacted	0:07:23,7	0:07:24,1	0		empshiwi	14.10.2020 15:12:13	empshiwi	14.10.2020 15:12:13	00:00:00,4	0,05
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question\reacted\nonverbal	0:07:23,7	0:07:24,1	0		empshiwi	14.10.2020 15:12:15	empshiwi	14.10.2020 15:12:15	00:00:00,4	0,05
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question\reacted\verbal	0:07:26,1	0:07:28,5	0		empshiwi	14.10.2020 15:12:38	empshiwi	14.10.2020 15:12:38	00:00:02,3	0,28
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\asking question\reacted	0:07:26,1	0:07:28,5	0		empshiwi	14.10.2020 15:12:40	empshiwi	14.10.2020 15:12:40	00:00:02,3	0,28
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:07:33,1	0:07:43,6	0		empshiwi	14.10.2020 15:13:16	empshiwi	14.10.2020 15:13:16	00:00:10,4	1,21
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:07:44,0	0:07:45,4	0		empshiwi	14.10.2020 15:13:23	empshiwi	14.10.2020 15:13:23	00:00:01,3	0,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:07:45,5	0:07:46,9	0		empshiwi	14.10.2020 15:13:34	empshiwi	14.10.2020 15:13:34	00:00:01,4	0,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:07:46,8	0:07:50,6	0		empshiwi	14.10.2020 15:13:50	empshiwi	14.10.2020 15:13:50	00:00:03,7	0,43
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:07:51,0	0:07:51,6	0		empshiwi	14.10.2020 15:13:58	empshiwi	14.10.2020 15:13:58	00:00:00,6	0,07
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:07:51,7	0:07:52,6	0		empshiwi	14.10.2020 15:14:04	empshiwi	14.10.2020 15:14:04	00:00:00,9	0,11
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:07:53,4	0:07:57,9	0		empshiwi	14.10.2020 15:14:13	empshiwi	14.10.2020 15:14:13	00:00:04,4	0,52
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:07:59,0	0:07:59,7	0		empshiwi	14.10.2020 15:14:21	empshiwi	14.10.2020 15:14:21	00:00:00,7	0,08
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:00,3	0:08:04,0	0		empshiwi	14.10.2020 15:14:34	empshiwi	14.10.2020 15:14:34	00:00:03,6	0,42
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:08:04,7	0:08:14,8	0		empshiwi	14.10.2020 15:14:50	empshiwi	14.10.2020 15:14:50	00:00:10,0	1,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:14,8	0:08:16,1	0		empshiwi	14.10.2020 15:15:03	empshiwi	14.10.2020 15:15:03	00:00:01,2	0,14
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:08:16,7	0:08:18,3	0		empshiwi	14.10.2020 15:15:17	empshiwi	14.10.2020 15:15:17	00:00:01,5	0,18
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:18,6	0:08:32,4	0		empshiwi	14.10.2020 15:15:49	empshiwi	14.10.2020 15:15:49	00:00:13,7	1,59
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:33,3	0:08:34,0	0		empshiwi	14.10.2020 15:15:54	empshiwi	14.10.2020 15:15:54	00:00:00,6	0,07
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:34,8	0:08:43,2	0		empshiwi	14.10.2020 15:16:15	empshiwi	14.10.2020 15:16:15	00:00:08,3	0,97
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:48,1	0:08:58,3	0		empshiwi	14.10.2020 15:18:36	empshiwi	14.10.2020 15:18:36	00:00:10,2	1,18
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\chatting with neighbor	0:08:56,7	0:08:58,8	0		empshiwi	14.10.2020 15:19:39	empshiwi	14.10.2020 15:19:39	00:00:02,1	0,24
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\chatting with neighbor\reacted	0:08:57,4	0:08:58,2	0		empshiwi	14.10.2020 15:19:06	empshiwi	14.10.2020 15:19:06	00:00:00,7	0,09
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\chatting with neighbor\reacted\verbal	0:08:57,4	0:08:58,2	0		empshiwi	14.10.2020 15:19:08	empshiwi	14.10.2020 15:19:08	00:00:00,7	0,09
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\chatting with neighbor\perceived	0:08:56,8	0:08:57,0	0		empshiwi	14.10.2020 15:19:19	empshiwi	14.10.2020 15:19:19	00:00:00,1	0,01
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:08:59,4	0:08:59,8	0		empshiwi	14.10.2020 15:19:47	empshiwi	14.10.2020 15:19:47	00:00:00,3	0,05
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:00,8	0:09:03,5	0		empshiwi	14.10.2020 15:20:09	empshiwi	14.10.2020 15:20:09	00:00:02,7	0,31
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:03,6	0:09:04,0	0		empshiwi	14.10.2020 15:20:17	empshiwi	14.10.2020 15:20:17	00:00:00,4	0,05
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:04,0	0:09:04,4	0		empshiwi	14.10.2020 15:20:22	empshiwi	14.10.2020 15:20:22	00:00:00,3	0,04
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:05,1	0:09:10,5	0		empshiwi	14.10.2020 15:20:45	empshiwi	14.10.2020 15:20:45	00:00:05,4	0,62
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:10,5	0:09:12,3	0		empshiwi	14.10.2020 15:20:58	empshiwi	14.10.2020 15:20:58	00:00:01,8	0,21
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:12,2	0:09:12,6	0		empshiwi	14.10.2020 15:21:07	empshiwi	14.10.2020 15:21:07	00:00:00,4	0,05
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:12,6	0:09:14,0	0		empshiwi	14.10.2020 15:21:21	empshiwi	14.10.2020 15:21:21	00:00:01,4	0,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:14,3	0:09:17,4	0		empshiwi	14.10.2020 15:21:30	empshiwi	14.10.2020 15:21:30	00:00:03,0	0,35
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:16,0	0:09:16,6	0		empshiwi	14.10.2020 15:21:37	empshiwi	14.10.2020 15:21:37	00:00:00,5	0,06
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:17,5	0:09:20,0	0		empshiwi	14.10.2020 15:21:48	empshiwi	14.10.2020 15:21:48	00:00:02,4	0,28
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:20,9	0:09:22,2	0		empshiwi	14.10.2020 15:22:07	empshiwi	14.10.2020 15:22:07	00:00:01,2	0,15
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:22,2	0:09:24,5	0		empshiwi	14.10.2020 15:22:34	empshiwi	14.10.2020 15:22:34	00:00:02,2	0,26
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:24,7	0:09:25,3	0		empshiwi	14.10.2020 15:22:49	empshiwi	14.10.2020 15:22:49	00:00:00,5	0,06
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:25,3	0:09:31,2	0		empshiwi	15.10.2020 09:13:31	empshiwi	15.10.2020 09:13:31	00:00:05,9	0,69
