Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	123	123			0,48918	0,36494	3,46124
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	143	403	260			0,54637	0,37343	3,44072
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	443	2042	1599			0,4829	0,33768	3,45554
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	2082	5980	3898			0,5561	0,28562	3,35164
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	6020	9758	3738			0,4573	0,4257	3,37217
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	9778	9998	220			0,51754	0,34528	3,37866
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	10018	13755	3738			0,57556	0,37884	3,37305
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	8	13775	17813	4038			0,50759	0,28463	3,34856
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	9	17833	19052	1219			0,53771	0,29993	3,33066
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	19072	19412	340			0,48026	0,31512	3,32381
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	19432	24149	4717			0,50547	0,33295	3,35456
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	12	24169	30397	6228			0,48864	0,31923	3,41659
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	123	123			0,48918	0,36494	3,46124
Recording082	ProVisioNET_study_208_08	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	143	403	260			0,54637	0,37343	3,44072
