Farbe	Kommentar	Dokumentgruppe	Dokumentname	Code	Anfang	Ende	Gewicht	Segment	Bearbeitet von	Bearbeitet am	Erstellt von	Erstellt am	Fläche	Abdeckungsgrad %
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\perceived	0:04:22,2	0:04:22,4	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 12:54:39	00:00:00,1	0,02
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\reacted	0:04:22,6	0:04:22,9	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 12:54:46	00:00:00,2	0,04
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\reacted\verbal	0:04:22,6	0:04:22,9	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 12:54:49	00:00:00,2	0,04
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:04:22,6	0:04:22,9	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 12:54:54	00:00:00,2	0,04
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\student	0:04:23,3	0:04:24,5	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 12:55:20	00:00:01,2	0,18
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:04:24,8	0:04:25,5	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 12:55:33	00:00:00,6	0,10
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:04:26,5	0:04:27,1	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:04:53	00:00:00,5	0,08
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:04:29,0	0:04:34,8	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:05:17	00:00:05,7	0,84
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:04:35,5	0:04:35,9	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:05:25	00:00:00,3	0,06
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question	0:04:35,1	0:04:38,4	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:06:20	00:00:03,2	0,48
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\perceived	0:04:35,1	0:04:35,3	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:05:46	00:00:00,1	0,02
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\student	0:04:36,0	0:04:38,4	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:06:07	00:00:02,3	0,34
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:04:38,7	0:05:13,9	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:07:41	00:00:35,2	5,19
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\looking at phone	0:04:37,8	0:05:11,6	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:10:07	00:00:33,7	4,96
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\looking at phone\perceived	0:05:01,7	0:05:01,8	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:10:34	00:00:00,1	0,03
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\looking at phone\reacted	0:05:02,2	0:05:10,7	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:11:00	00:00:08,4	1,25
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\looking at phone\reacted\verbal	0:05:02,2	0:05:10,7	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:11:03	00:00:08,4	1,25
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:05:15,3	0:05:20,7	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:11:36	00:00:05,3	0,79
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question	0:05:18,6	0:05:26,1	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:14:10	00:00:07,5	1,11
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\perceived	0:05:18,6	0:05:18,9	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:12:20	00:00:00,2	0,03
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\student	0:05:20,7	0:05:22,7	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:12:33	00:00:01,9	0,29
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:05:22,7	0:05:24,6	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:12:49	00:00:01,9	0,29
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\student	0:05:24,7	0:05:26,1	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:13:00	00:00:01,4	0,21
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\teachter	0:05:27,8	0:05:36,5	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:14:41	00:00:08,7	1,28
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\reacted	0:05:22,7	0:05:24,6	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:13:55	00:00:01,9	0,29
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\reacted\verbal	0:05:22,7	0:05:24,6	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:13:57	00:00:01,9	0,29
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	speaking time\student	0:05:32,8	0:05:40,6	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:15:50	00:00:07,7	1,14
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\reacted	0:05:35,6	0:05:36,5	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:16:23	00:00:00,8	0,12
?		02_03_kodiert von Anna	Aperol_pilot_02_03_novice_C_cam1	disturbance\asking question\reacted\verbal	0:05:35,6	0:05:36,5	0		empschulml	20.10.2020 15:54:27	empshiwi	09.10.2020 13:16:25	00:00:00,8	0,12
