Farbe	Kommentar	Dokumentgruppe	Dokumentname	Code	Anfang	Ende	Gewicht	Segment	Bearbeitet von	Bearbeitet am	Erstellt von	Erstellt am	Fläche	Abdeckungsgrad %
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table\reacted	0:08:04,1	0:08:08,8	0		empshiwi	15.10.2020 11:08:30	empshiwi	15.10.2020 11:08:30	00:00:04,6	0,66
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table\reacted\verbal	0:08:05,0	0:08:08,8	0		empshiwi	15.10.2020 11:08:08	empshiwi	15.10.2020 11:08:08	00:00:03,7	0,52
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table\reacted\nonverbal	0:08:04,1	0:08:07,5	0		empshiwi	15.10.2020 11:08:23	empshiwi	15.10.2020 11:08:23	00:00:03,3	0,47
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table	0:08:01,3	0:08:40,7	0		empshiwi	15.10.2020 11:09:38	empshiwi	15.10.2020 11:09:38	00:00:39,3	5,58
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:08:11,5	0:08:12,9	0		empshiwi	15.10.2020 11:10:37	empshiwi	15.10.2020 11:10:37	00:00:01,3	0,19
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table\reacted	0:08:11,5	0:08:12,9	0		empshiwi	15.10.2020 11:10:39	empshiwi	15.10.2020 11:10:39	00:00:01,3	0,19
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table\reacted\verbal	0:08:11,5	0:08:12,9	0		empshiwi	15.10.2020 11:10:41	empshiwi	15.10.2020 11:10:41	00:00:01,3	0,19
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\head on table\perceived	0:08:04,1	0:08:04,3	0		empshiwi	15.10.2020 11:10:51	empshiwi	15.10.2020 11:10:51	00:00:00,2	0,03
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:08:13,5	0:08:37,4	0		empshiwi	15.10.2020 11:11:44	empshiwi	15.10.2020 11:11:44	00:00:23,8	3,38
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:08:38,7	0:08:39,8	0		empshiwi	15.10.2020 11:11:55	empshiwi	15.10.2020 11:11:55	00:00:01,0	0,15
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:08:41,2	0:08:49,1	0		empshiwi	15.10.2020 11:12:18	empshiwi	15.10.2020 11:12:18	00:00:07,8	1,11
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:08:50,0	0:08:57,0	0		empshiwi	15.10.2020 11:12:35	empshiwi	15.10.2020 11:12:35	00:00:07,0	1,00
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:08:58,5	0:09:02,2	0		empshiwi	15.10.2020 11:12:48	empshiwi	15.10.2020 11:12:48	00:00:03,7	0,52
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor	0:08:58,1	0:09:08,5	0		empshiwi	15.10.2020 11:13:11	empshiwi	15.10.2020 11:13:11	00:00:10,3	1,47
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor\perceived	0:09:01,9	0:09:02,0	0		empshiwi	15.10.2020 11:14:02	empshiwi	15.10.2020 11:14:02	00:00:00,1	0,01
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:07,6	0:09:08,5	0		empshiwi	15.10.2020 11:15:56	empshiwi	15.10.2020 11:15:56	00:00:00,9	0,13
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\student	0:08:58,1	0:09:08,5	0		empshiwi	15.10.2020 11:16:01	empshiwi	15.10.2020 11:16:01	00:00:10,3	1,47
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor\reacted	0:09:02,0	0:09:08,5	0		empshiwi	15.10.2020 11:17:30	empshiwi	15.10.2020 11:17:30	00:00:06,5	0,92
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor\reacted\verbal	0:09:07,6	0:09:08,5	0		empshiwi	15.10.2020 11:16:12	empshiwi	15.10.2020 11:16:12	00:00:00,9	0,13
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor\reacted\verbal	0:09:02,2	0:09:07,6	0		empshiwi	15.10.2020 11:17:52	empshiwi	15.10.2020 11:17:52	00:00:05,4	0,76
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\student	0:09:10,2	0:09:14,0	0		empshiwi	15.10.2020 11:18:27	empshiwi	15.10.2020 11:18:27	00:00:03,7	0,53
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:14,1	0:09:23,2	0		empshiwi	15.10.2020 11:19:21	empshiwi	15.10.2020 11:19:21	00:00:09,1	1,29
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor\reacted	0:09:14,1	0:09:23,2	0		empshiwi	15.10.2020 11:19:33	empshiwi	15.10.2020 11:19:33	00:00:09,1	1,29
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\chatting with neighbor\reacted\verbal	0:09:14,1	0:09:23,2	0		empshiwi	15.10.2020 11:19:31	empshiwi	15.10.2020 11:19:31	00:00:09,1	1,29
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:24,1	0:09:33,8	0		empshiwi	15.10.2020 11:43:34	empshiwi	15.10.2020 11:43:34	00:00:09,6	1,37
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\perceived 	0:05:17,6	0:05:17,8	0		empshiwi	15.10.2020 11:46:33	empshiwi	15.10.2020 10:53:20	00:00:00,2	0,03
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\perceived 	0:09:01,9	0:09:02,0	0		empshiwi	15.10.2020 11:46:33	empshiwi	15.10.2020 11:14:02	00:00:00,1	0,01
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\not perceived 	0:03:08,1	0:03:11,1	0		empshiwi	15.10.2020 11:46:44	empshiwi	15.10.2020 10:37:17	00:00:02,9	0,41
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\not perceived 	0:06:32,6	0:06:36,1	0		empshiwi	15.10.2020 11:46:44	empshiwi	15.10.2020 10:59:53	00:00:03,5	0,50
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around	0:05:21,1	0:05:22,7	0		empshiwi	15.10.2020 11:47:02	empshiwi	15.10.2020 10:53:43	00:00:01,5	0,22
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around	0:09:02,0	0:09:08,5	0		empshiwi	15.10.2020 11:47:02	empshiwi	15.10.2020 11:17:30	00:00:06,5	0,92
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around	0:09:14,1	0:09:23,2	0		empshiwi	15.10.2020 11:47:02	empshiwi	15.10.2020 11:19:33	00:00:09,1	1,29
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:44,5	0:09:46,8	0		empshiwi	15.10.2020 11:49:06	empshiwi	15.10.2020 11:49:06	00:00:02,2	0,32
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:35,4	0:09:41,9	0		empshiwi	15.10.2020 11:49:14	empshiwi	15.10.2020 11:49:14	00:00:06,4	0,92
