Recording	Participant	Gender	Group	TOI	Interval	Media	AOI	Number_of_Events.Logged_live_Event	Number_of_Events.Calibration_fix_offset	Number_of_Events.Calibration_offset	Number_of_Events.Calibration_onset	Number_of_Events.Chatting_fix_offset	Number_of_Events.Chatting_offset	Number_of_Events.Chatting_onset	Number_of_Events.Clicking_fix_offset	Number_of_Events.Clicking_offset	Number_of_Events.Clicking_onset	Number_of_Events.Drawing_fix_offset	Number_of_Events.Drawing_offset	Number_of_Events.Drawing_onset	Number_of_Events.Drumming_fix_offset	Number_of_Events.Drumming_offset	Number_of_Events.Drumming_onset	Number_of_Events.Head_fix_offset	Number_of_Events.Head_offset	Number_of_Events.Head_onset	Number_of_Events.Heckling_fix_offset	Number_of_Events.Heckling_offset	Number_of_Events.Heckling_onset	Number_of_Events.Lesson_end	Number_of_Events.Lesson_start	Number_of_Events.Phone_fix_offset	Number_of_Events.Phone_offset	Number_of_Events.Phone_onset	Number_of_Events.Reaction_chatting	Number_of_Events.Reaction_clicking	Number_of_Events.Reaction_drawing	Number_of_Events.Reaction_drumming	Number_of_Events.Reaction_head	Number_of_Events.Reaction_heckling	Number_of_Events.Reaction_phone	Number_of_Events.Reaction_snipping	Number_of_Events.Reaction_whispering	Number_of_Events.Snipping_fix_offset	Number_of_Events.Snipping_offset	Number_of_Events.Snipping_onset	Number_of_Events.Whispering_fix_offset	Number_of_Events.Whispering_offset	Number_of_Events.Whispering_onset	Time_to_first_Event.Logged_live_Event	Time_to_first_Event.Calibration_fix_offset	Time_to_first_Event.Calibration_offset	Time_to_first_Event.Calibration_onset	Time_to_first_Event.Chatting_fix_offset	Time_to_first_Event.Chatting_offset	Time_to_first_Event.Chatting_onset	Time_to_first_Event.Clicking_fix_offset	Time_to_first_Event.Clicking_offset	Time_to_first_Event.Clicking_onset	Time_to_first_Event.Drawing_fix_offset	Time_to_first_Event.Drawing_offset	Time_to_first_Event.Drawing_onset	Time_to_first_Event.Drumming_fix_offset	Time_to_first_Event.Drumming_offset	Time_to_first_Event.Drumming_onset	Time_to_first_Event.Head_fix_offset	Time_to_first_Event.Head_offset	Time_to_first_Event.Head_onset	Time_to_first_Event.Heckling_fix_offset	Time_to_first_Event.Heckling_offset	Time_to_first_Event.Heckling_onset	Time_to_first_Event.Lesson_end	Time_to_first_Event.Lesson_start	Time_to_first_Event.Phone_fix_offset	Time_to_first_Event.Phone_offset	Time_to_first_Event.Phone_onset	Time_to_first_Event.Reaction_chatting	Time_to_first_Event.Reaction_clicking	Time_to_first_Event.Reaction_drawing	Time_to_first_Event.Reaction_drumming	Time_to_first_Event.Reaction_head	Time_to_first_Event.Reaction_heckling	Time_to_first_Event.Reaction_phone	Time_to_first_Event.Reaction_snipping	Time_to_first_Event.Reaction_whispering	Time_to_first_Event.Snipping_fix_offset	Time_to_first_Event.Snipping_offset	Time_to_first_Event.Snipping_onset	Time_to_first_Event.Whispering_fix_offset	Time_to_first_Event.Whispering_offset	Time_to_first_Event.Whispering_onset	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Anna	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			540	270	240	300	2	20223	240	Nametag_Anna		0				0			540	270	240	300	2	20223	240	640	320	300	340	2	20163	300	0		20463		182,16
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Bianca	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			1719	191	80	300	9	17585	160	Nametag_Anna		0				0			1819	260	120	440	7	17585	440	2079	297	160	480	7	17545	480	1	18664	18024	247,24	304,44
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Carl(a)	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			260	130	80	180	2	11308	80	Nametag_Anna		0				0			260	130	80	180	2	11308	80	360	180	120	240	2	11268	120	0		11388		232,01
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Classroom_Others	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			1399	200	80	660	7	11448	120	Nametag_Anna		0				0			1419	237	80	660	6	11448	220	1659	277	100	700	6	11388	280	1	11388	11668	232,01	398,69
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Material	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			4897	272	80	840	18	13847	140	Nametag_Anna		0				0			5337	485	80	1159	11	13847	520	5697	518	80	1179	11	13827	540	5	16985	18664	161,41	247,24
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Nametag_Anna	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			140	140	140	140	1	29758	140	Nametag_Anna		0				0			140	140	140	140	1	29758	140	160	160	160	160	1	29738	160	0	29738		139,02	
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Calibration_phase_fix	1	fullstream	Nametag_Bianca	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10940	0																				17526																			1679	839	520	1159	2	26559	1159	Nametag_Anna		0				0			1679	839	520	1159	2	26559	1159	1739	869	540	1199	2	26520	1199	0	26520	29518	300,15	433,56
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour	1	fullstream	Anna	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					2551															0				0			Carl(a),Disruptive_Person	Carl(a),Disruptive_Person	0				0			0				0			0				0			0				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour	1	fullstream	Bianca	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					2551															140	140	140	140	1	2036	140	Carl(a),Disruptive_Person	Carl(a),Disruptive_Person	0				0			140	140	140	140	1	2036	140	160	160	160	160	1	2016	160	0				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour	1	fullstream	Carl(a)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					2551															2467	617	80	1716	4	0	1716	Carl(a),Disruptive_Person	Carl(a),Disruptive_Person	0				0			2587	1293	871	1716	2	0	1716	2587	1293	871	1716	2	0	1716	1				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour	1	fullstream	Disruptive_Person	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					2551															2467	617	80	1716	4	0	1716	Carl(a),Disruptive_Person	Carl(a),Disruptive_Person	0				0			2587	1293	871	1716	2	0	1716	2587	1293	871	1716	2	0	1716	1				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					2551															140	140	140	140	1	1796	140	Carl(a),Disruptive_Person	Carl(a),Disruptive_Person	0				0			140	140	140	140	1	1796	140	180	180	180	180	1	1756	180	0				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Anna	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															3948	359	80	1419	11	10271	560	Anna	Anna	0				0			4327	618	200	1619	7	10271	560	4607	658	220	1699	7	10251	580	2	11051	10831	393,8	345,08
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Bianca	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															480	240	140	340	2	2036	140	Anna	Anna	0				0			480	240	140	340	2	2036	140	560	280	160	400	2	2016	160	0	27981	28380	436,26	607,71
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Board_Screen	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															600	150	80	220	4	16188	120	Anna	Anna	0				0			780	780	780	780	1	16188	780	820	820	820	820	1	16148	820	2				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Carl(a)	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															11690	731	80	3058	16	0	1716	Anna	Anna	0				0			12810	1830	360	3438	7	0	1716	12910	1844	360	3438	7	0	1716	6		9751		223,62
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Classroom_Others	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															1439	160	100	320	9	9791	100	Anna	Anna	0				0			1619	270	100	840	6	9791	100	1899	316	140	899	6	9751	140	2	9751	17567	223,62	488,16
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															2796	466	80	1716	6	0	1716	Anna	Anna	0				0			2955	1478	1239	1716	2	0	1716	2955	1478	1239	1716	2	0	1716	3				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Material	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															3298	550	260	1259	6	18326	320	Anna	Anna	0				0			3478	1739	1259	2219	2	18326	2219	3518	1759	1279	2239	2	18306	2239	4				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Nametag_Anna	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															180	180	180	180	1	10871	180	Anna	Anna	0				0			180	180	180	180	1	10871	180	220	220	220	220	1	10831	220	0	10831	11051	345,08	393,8
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3246	0																					2551															140	140	140	140	1	1796	140	Anna	Anna	0				0			140	140	140	140	1	1796	140	180	180	180	180	1	1756	180	0				
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Clicking_pen	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9396														5863	586	86	1639	10	1238	280	Anna	Anna	0				0			5983	997	86	3158	6	1238	280	6243	1040	166	3198	6	1178	340	3	1698	1518	269,97	309,42
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Clicking_pen	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9396														160	160	160	160	1	11352	160	Anna	Anna	0				0			160	160	160	160	1	11352	160	220	220	220	220	1	11292	220	0	11292	11512	509,78	429,15
Recording047	ProVisioNET_pilot_02_02_novice	Female	Novice	Clicking_pen	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9396														360	120	100	140	3	6495	140	Anna	Anna	0				0			420	420	420	420	1	6495	420	420	420	420	420	1	6495	420	2				
