Recording	Participant	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	932	691729	691849	120		0	0,55273	0,04791	3,00091
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	933	692109	692429	320		0	0,72957	0,29872	2,98409
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	934	692489	692629	140		0	0,39322	0,23543	2,89117
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	935	692689	693108	420		0	0,32746	0,1677	2,88995
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	936	693368	693588	220		0	0,5926	0,80551	2,88876
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	937	693748	694088	340		0	0,81152	0,53275	3,02169
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	938	694587	694667	80		0	0,45222	0,12904	2,88102
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	939	694687	694907	220		0	0,432	0,17934	2,91306
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	940	694987	695147	160		0	0,31851	0,25596	3,01047
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	941	695167	695267	100		0	0,29804	0,27728	2,96555
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	942	695507	695587	80		0	0,46411	0,82611	2,7916
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	943	695607	695887	280		0	0,46407	0,80353	2,88375
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	944	695987	696167	180		0	0,52578	0,0376	2,95148
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	945	696186	696306	120		0	0,43937	0,04105	2,92761
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	946	696386	696466	80		0	0,11434	0,14485	3,00699
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	947	696506	696786	280		0	0,28141	0,14971	2,95459
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	948	696826	697006	180		0	0,46069	0,08969	2,95446
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	949	697046	697306	260		0	0,52173	0,10851	2,97509
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	950	697326	697726	400		0	0,55993	0,1639	2,97882
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	951	697746	698785	1039		0	0,53026	0,28174	2,89944
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	952	698865	699405	540		0	0,62894	0,83067	2,88368
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	953	699724	699864	140		0	0,46137	0,74948	2,76172
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	954	699924	700084	160		0	0,51696	0,393	2,91257
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	955	700144	700364	220		0	0,64815	0,50069	2,78287
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	956	700444	700624	180		0	0,51955	0,13927	2,80433
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	957	700704	700944	240		0	0,61006	0,71777	2,76164
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	958	700984	701304	320		0	0,46305	0,36375	2,82184
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	959	701343	701603	260		0	0,48758	0,75467	2,6851
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	960	701923	702183	260		0	0,4703	0,55797	2,81122
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	961	702203	702383	180		0	0,49475	0,78254	2,68195
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	962	702443	702583	140		0	0,50441	0,92501	2,78392
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	963	703282	703382	100		0	0,72404	0,07727	2,98174
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	964	703462	703562	100		0	0,52527	0,12507	2,92635
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	965	703602	704362	760		0	0,45336	0,15868	2,71481
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	966	704402	704622	220		0	0,57311	0,20009	2,70432
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	967	704662	705561	899		0	0,48454	0,15284	2,71922
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	968	705581	706980	1399		0	0,51329	0,12362	2,65091
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	969	707000	707240	240		0	0,45371	0,20654	2,59376
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	970	707260	707460	200		0	0,40496	0,30142	2,62466
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	971	707500	707580	80		0	0,49698	0,29566	2,65845
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	972	707620	709359	1739		0	0,49113	0,19727	2,69029
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	973	709399	710758	1359		0	0,49742	0,17102	2,65935
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	974	710818	711118	300		0	0,37857	0,0706	2,64048
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	975	711138	712777	1639		0	0,49025	0,13547	2,60579
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	976	712797	712937	140		0	0,50978	0,21798	2,62846
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	977	712957	713157	200		0	0,51141	0,31071	2,64613
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	978	713177	713356	180		0	0,50837	0,21892	2,71477
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	979	713376	714376	999		0	0,51238	0,29699	2,66723
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	980	714396	715475	1079		0	0,47399	0,1725	2,64697
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	981	715495	716135	640		0	0,51458	0,17277	2,64091
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	982	716155	719593	3438		0	0,52079	0,17071	2,61129
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	983	719693	720272	580		0	0,48224	0,2341	2,64769
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	984	720412	720612	200		0	0,6722	0,4306	2,66185
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	985	720652	720852	200		0	0,76701	0,28498	2,7925
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	986	720892	721032	140		0	0,60965	0,30626	2,55731
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	987	721192	721332	140		0	0,7112	0,34876	2,51946
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	988	721412	721532	120		0	0,60869	0,86171	2,74314
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	989	721672	721851	180		0	0,54054	0,90299	2,6967
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	990	721911	722031	120		0	0,58807	0,91093	2,82363
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	991	722791	723251	460		0	0,54138	0,15299	2,68594
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	992	723291	723790	500		0	0,57296	0,07571	2,47537
