Recording	Participant	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	750	588669	589029	360	Board	1	0,34451	0,10688	2,97302
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	751	589129	590188	1059	Board	1	0,41455	0,1336	2,90767
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	752	590208	590468	260	Board	1	0,42971	0,30836	2,85336
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	753	590508	590628	120	Board	1	0,30097	0,40055	2,9144
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	754	590648	590848	200	Board	1	0,27605	0,40019	2,86432
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	755	590928	591288	360	Board	1	0,53463	0,44982	2,91445
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	756	591308	593107	1799	Board	1	0,56696	0,37233	2,88915
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	757	593167	593447	280	Board	1	0,45812	0,33915	2,86887
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	758	593487	593706	220	Board	1	0,57671	0,41627	2,86337
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	759	593726	595425	1699	Board	1	0,72052	0,62066	2,86212
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	760	595445	596765	1319	Board	1	0,76611	0,71189	2,83337
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	761	596805	596965	160	Board	1	0,66968	0,63219	2,78851
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	762	597044	597244	200	Board	1	0,47792	0,4987	2,84625
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	763	597324	597404	80	Board	1	0,64309	0,47462	2,84402
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	764	597624	597724	100	Board	1	0,84693	0,59973	2,77237
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	765	597824	597964	140	Board	0,85717	0,69236	0,43004	2,97755
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	766	597984	598104	120		0	0,76438	0,47531	2,96184
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	767	598124	598204	80	Board	1	0,81917	0,58085	2,88836
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	768	598584	598664	80	Classroom_others	1	0,40928	0,20219	2,9762
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	769	598684	598823	140	StudentA	1	0,35684	0,19608	3,01292
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	770	599063	599283	220	Material	1	0,47717	0,96543	2,87241
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	771	599723	599923	200	StudentB	1	0,48101	0,35284	2,92061
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	772	599943	600143	200	StudentA	1	0,4243	0,23417	2,89331
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	773	600183	600602	420	StudentB	1	0,51015	0,10156	2,94869
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	774	600782	600982	200	StudentC	1	0,623	0,0623	3,01452
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	775	601062	601382	320	StudentB	1	0,39675	0,15517	3,0173
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	776	601422	601662	240	StudentA	1	0,41217	0,15694	3,02702
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	777	601702	602062	360	StudentB	1	0,56302	0,07751	3,07174
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	778	602102	602341	240	StudentA	1	0,4327	0,11894	3,05802
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	779	602381	602621	240	StudentB	1	0,55872	0,18001	3,05323
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	780	602661	602901	240	StudentA	1	0,42974	0,41593	3,06015
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	781	602961	603281	320	StudentB	1	0,52633	0,15537	3,03937
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	782	603341	603601	260	StudentA	1	0,35784	0,1737	3,01887
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	783	603641	604340	700	StudentB	1	0,5014	0,13108	3,05045
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	784	604380	604580	200	StudentA	1	0,35731	0,1137	3,08305
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	785	604620	605420	800	StudentB	1	0,52119	0,12814	2,99191
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	786	605480	605839	360	StudentA	1	0,37653	0,24171	2,94244
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	787	605999	606079	80		0	0,66047	0,20954	2,98894
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	788	606159	606399	240	StudentB	1	0,40082	0,34372	2,98049
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	789	606439	606519	80	StudentA	1	0,34769	0,37692	2,93824
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	790	606539	606619	80	StudentA	1	0,40586	0,35021	2,94534
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	791	606759	606839	80	StudentC	1	0,66504	0,47956	3,08251
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	792	606899	606999	100	Classroom_others	1	0,80513	0,41817	2,91939
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	793	607059	607358	300	StudentC	1	0,54224	0,26266	2,96371
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	794	607558	607998	440	Board	1	0,72236	0,1502	3,02852
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	795	608018	608518	500	Board	1	0,60974	0,19285	2,87748
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	796	608538	608718	180	Board	1	0,69387	0,23151	2,90004
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	797	608878	610117	1239	Board	1	0,66265	0,11419	2,95331
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	798	610137	611036	899	Board	1	0,54065	0,21868	2,94029
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	799	611056	611456	400	Board	1	0,58605	0,23382	2,94485
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	800	611496	611916	420	Board	1	0,56007	0,20213	2,95661
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	801	612595	613375	780	StudentA	1	0,35396	0,08266	3,03493
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	802	613535	614274	740	StudentC	1	0,62923	0,15756	2,99826
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	803	614514	614934	420	StudentA	1	0,3614	0,1632	2,99254
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	804	615774	615893	120	Classroom_others	1	0,56042	0,09333	2,99004
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	805	615933	616493	560	StudentB	1	0,51107	0,11697	3,00317
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	806	616553	616913	360	StudentC	1	0,60793	0,15263	2,9942
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	807	616973	617353	380	StudentB	1	0,40445	0,17785	3,02126
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	808	617413	617513	100	StudentA	1	0,29115	0,23628	3,06004
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	809	617533	617832	300	StudentA	1	0,39232	0,10397	3,03225
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	810	617892	619212	1319	StudentB	1	0,54134	0,0784	3,07944
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	811	619851	619931	80	StudentC	1	0,71514	0,05209	3,07765
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	812	619971	620531	560	StudentC	1	0,59486	0,08884	3,03258
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	813	620571	620831	260	StudentB	1	0,43036	0,09434	3,02694
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	814	620931	621050	120	StudentA	1	0,25743	0,24546	3,08406
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	815	621070	621310	240	StudentA	1	0,31212	0,20153	3,05485
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	816	621810	621990	180	Board	1	0,82893	0,4002	3,22113
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	817	622070	622290	220	Board	1	0,85095	0,57396	2,99294
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	818	622690	623289	600	StudentA	1	0,36994	0,09225	3,03328
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	819	623529	624129	600	StudentC	1	0,57424	0,09197	3,01118
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	820	624269	624928	660	StudentA	0,93941	0,31563	0,09631	3,05382
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	821	625008	625568	560	StudentB	1	0,54401	0,08973	2,9651
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	822	625648	626247	600	StudentA	1	0,33218	0,12089	2,99836
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	823	626347	627007	660	StudentC	0,93941	0,73574	0,11287	3,08677
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	824	627227	628546	1319	StudentA	1	0,3033	0,21445	3,04073
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	825	628686	629186	500	StudentC	1	0,71587	0,16945	3,08585
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	826	629346	629785	440	StudentA	1	0,30846	0,11798	3,04743
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	827	629805	630105	300	StudentA	1	0,28915	0,14852	3,03324
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	828	630185	630345	160	Classroom_others	1	0,61346	0,14969	3,05101
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	829	630385	631085	700	StudentB	1	0,47586	0,12516	3,07292
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	830	631165	631624	460	StudentA	1	0,28319	0,16435	3,09665
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	831	631804	632164	360	StudentC	1	0,61995	0,1478	3,03347
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	832	632444	632624	180	Board	1	0,76824	0,26641	3,10712
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	833	632644	632844	200	Classroom_others	1	0,75143	0,19621	3,08023
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	834	633143	633243	100		0	0,29739	0,35827	2,98505
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	835	633263	633503	240	StudentA	1	0,27613	0,27159	3,06621
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	836	633523	633703	180	StudentA	1	0,31647	0,21936	3,01979
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	837	633763	634383	620	StudentB	1	0,5248	0,09191	3,00446
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	838	634443	635022	580	StudentC	1	0,69376	0,17796	3,1045
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	839	635162	635922	760	StudentA	1	0,33354	0,15708	3,06517
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	840	636042	636322	280	StudentB	1	0,52187	0,136	3,00251
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	841	636381	637161	780	StudentC	1	0,64746	0,10389	3,08702
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	842	637221	637401	180	StudentB	1	0,45408	0,10956	3,06221
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	843	637561	637681	120	StudentA	1	0,32579	0,21511	3,07857
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	844	637701	637821	120	StudentA	0,83337	0,28171	0,24042	3,02609
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	845	637841	637941	100	StudentA	1	0,33371	0,2156	3,09416
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	846	638140	638760	620	StudentC	1	0,65537	0,13688	3,06942
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	847	639020	639620	600	Board	1	0,76349	0,20395	3,13777
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	848	639700	639780	80	Board	1	0,91606	0,40548	3,24214
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	849	640079	640179	100	Board	1	0,94419	0,15248	3,1617
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	850	640219	640639	420	Board	1	0,7696	0,26991	3,04557
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	851	640659	640979	320	Board	1	0,87115	0,40817	3,04641
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	852	641019	641179	160	Board	1	0,77892	0,40557	3,03832
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	853	641279	641439	160	Board	1	0,80279	0,29653	3,01306
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	854	641459	641638	180	Board	1	0,90237	0,2149	3,06243
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	855	642058	642378	320	StudentC	1	0,74281	0,11166	3,1335
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	856	642438	642618	180	StudentB	1	0,48838	0,07114	3,08989
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	857	642678	643337	660	StudentA	1	0,37523	0,06617	3,04433
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	858	643417	643557	140	Classroom_others	1	0,64423	0,11911	3,00702
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	859	643577	644017	440	StudentC	1	0,62932	0,11306	3,02035
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	860	644077	644497	420	StudentB	1	0,45267	0,08547	3,04978
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	861	644577	645036	460	StudentC	1	0,66591	0,11245	3,08715
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	862	645096	645896	800	StudentB	1	0,53308	0,12427	3,04148
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	863	646036	646675	640	StudentC	1	0,68017	0,22693	3,05408
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	864	646735	647355	620	StudentB	1	0,52126	0,11681	3,04122
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	865	647395	647475	80	StudentC	1	0,60691	0,12453	3,10475
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	866	647495	649474	1979	StudentC	1	0,53505	0,05683	3,02491
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	867	649634	650253	620	StudentA	1	0,31813	0,28271	3,03414
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	868	650453	650533	80	StudentC	1	0,54849	0,0832	2,97531
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	869	650553	651393	840	StudentC	1	0,5808	0,04635	2,99802
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	870	651433	652012	580	StudentB	1	0,40304	0,15302	2,94613
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	871	652152	652592	440	StudentC	1	0,56793	0,09743	3,0054
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	872	652652	654151	1499	StudentB	1	0,40056	0,15559	3,00727
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	873	654211	654971	760	StudentC	1	0,56474	0,07363	3,03061
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	874	655031	655470	440	StudentB	1	0,37709	0,14904	3,04788
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	875	655590	655990	400	StudentC	1	0,58951	0,16418	3,10741
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	876	656050	656350	300	StudentB	1	0,4338	0,13616	3,08138
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	877	656410	656530	120	StudentA	0,66674	0,27057	0,33007	3,05395
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	878	656550	657309	760	StudentA	1	0,41419	0,15911	2,98081
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	879	657529	658149	620	StudentC	1	0,56875	0,02807	3,03071
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	880	658209	659848	1639	StudentB	1	0,38487	0,17597	2,99467
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	881	659908	661927	2019	StudentC	1	0,59428	0,05609	3,05
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	882	662086	662186	100	StudentA	0,80005	0,28771	0,34124	3,06059
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	883	662206	662966	760	StudentA	1	0,32914	0,22895	2,99237
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	884	663526	663885	360	StudentC	1	0,61147	0,01825	2,99043
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	885	663965	665904	1939	StudentA	1	0,37706	0,28633	2,88266
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	886	666024	666104	80	Classroom_others	1	0,6109	0,06735	2,95273
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	887	666164	666444	280	StudentB	1	0,4384	0,09536	2,92595
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	888	666784	667563	780	StudentC	1	0,57519	0,0253	2,9951
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	889	667603	668123	520	StudentB	1	0,48274	0,1129	2,97175
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	890	668183	669022	840	StudentC	1	0,6063	0,07087	2,99694
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	891	669122	670841	1719	StudentC	1	0,57256	0,05026	2,98316
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	892	670901	671461	560	StudentB	1	0,44282	0,14517	2,91831
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	893	671541	672141	600	Classroom_others	1	0,37717	0,09098	2,87844
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	894	672700	672820	120	Classroom_others	1	0,48529	0,00355	2,81639
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	895	674019	674159	140	StudentA	1	0,50842	0,24048	2,90574
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	896	674419	675159	740	StudentC	1	0,63958	0,09418	3,00018
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	897	675259	676158	899	StudentA	1	0,43918	0,10357	2,96833
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	898	676518	676598	80	Classroom_others	1	0,26097	0,45864	2,89641
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	899	676858	676938	80	Classroom_others	1	0,01976	0,49412	2,84253
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	900	677118	677258	140	Classroom_others	1	0,36889	0,46767	2,62233
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	901	677937	678117	180	StudentC	1	0,56362	0,08116	3,08128
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	902	678157	678517	360	StudentB	1	0,41092	0,04717	3,02668
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	903	678657	678937	280	StudentA	1	0,31878	0,14205	2,95657
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	904	679716	679796	80	Classroom_others	1	0,22011	0,43858	2,54846
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	905	680096	680196	100	Classroom_others	1	0,45629	0,26367	2,55277
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	906	680436	680855	420		0	0,24981	0,18014	2,86141
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	907	681235	681355	120		0	0,4377	0,00658	3,00421
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	908	681595	682315	720		0	0,57652	0,21484	2,98103
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	909	682395	683274	879		0	0,55557	0,61154	2,94046
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	910	683374	683654	280		0	0,31235	0,32611	2,94595
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	911	683674	684613	939		0	0,49173	0,30508	2,89171
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	912	684673	685153	480		0	0,44919	0,67336	2,7925
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	913	685293	685373	80		0	0,6407	0,67911	3,13205
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	914	685513	685693	180		0	0,53332	0,80696	2,80197
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	915	685873	685992	120		0	0,46316	0,94043	2,84013
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	916	686072	686252	180		0	0,46281	0,87123	2,77634
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	917	686272	686472	200		0	0,36926	0,92588	2,896
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	918	686552	686932	380		0	0,48863	0,88619	2,73315
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	919	687072	687152	80		0	0,53689	0,89883	2,75385
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	920	687172	687412	240		0	0,46569	0,84125	2,82327
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	921	687452	687612	160		0	0,44073	0,85014	2,84651
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	922	687631	687731	100		0	0,45459	0,90937	2,7944
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	923	687751	688011	260		0	0,50343	0,96299	2,71308
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	924	688051	688451	400		0	0,47342	0,88276	2,78946
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	925	688511	688711	200		0	0,43397	0,60572	2,82342
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Partial	926	689071	689251	180		0	0,41324	0,04477	2,93103
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	927	689390	689470	80		0	0,31001	0,19754	2,89766
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	928	689630	689730	100		0	0,19094	0,24316	2,90008
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	929	689790	689910	120		0	0,21378	0,28832	2,85237
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	930	690610	690810	200		0	0,46967	0,7051	2,78236
Recording033	PilotA_PersonC_290720	Novice	Entire Recording	1	fullstream	Fixation	Whole	931	690970	691129	160		0	0,49582	0,80047	2,96528
