Recording	Participant	Gender	Group	TOI	Interval	Media	AOI	Number_of_Events.Logged_live_Event	Number_of_Events.Calibration_fix_offset	Number_of_Events.Calibration_offset	Number_of_Events.Calibration_onset	Number_of_Events.Chatting_fix_offset	Number_of_Events.Chatting_offset	Number_of_Events.Chatting_onset	Number_of_Events.Clicking_fix_offset	Number_of_Events.Clicking_offset	Number_of_Events.Clicking_onset	Number_of_Events.Drawing_fix_offset	Number_of_Events.Drawing_offset	Number_of_Events.Drawing_onset	Number_of_Events.Drumming_fix_offset	Number_of_Events.Drumming_offset	Number_of_Events.Drumming_onset	Number_of_Events.Head_fix_offset	Number_of_Events.Head_offset	Number_of_Events.Head_onset	Number_of_Events.Heckling_fix_offset	Number_of_Events.Heckling_offset	Number_of_Events.Heckling_onset	Number_of_Events.Lesson_end	Number_of_Events.Lesson_start	Number_of_Events.Phone_fix_offset	Number_of_Events.Phone_offset	Number_of_Events.Phone_onset	Number_of_Events.Reaction_chatting	Number_of_Events.Reaction_clicking	Number_of_Events.Reaction_drawing	Number_of_Events.Reaction_drumming	Number_of_Events.Reaction_head	Number_of_Events.Reaction_heckling	Number_of_Events.Reaction_phone	Number_of_Events.Reaction_snipping	Number_of_Events.Reaction_whispering	Number_of_Events.Snipping_fix_offset	Number_of_Events.Snipping_offset	Number_of_Events.Snipping_onset	Number_of_Events.Whispering_fix_offset	Number_of_Events.Whispering_offset	Number_of_Events.Whispering_onset	Time_to_first_Event.Logged_live_Event	Time_to_first_Event.Calibration_fix_offset	Time_to_first_Event.Calibration_offset	Time_to_first_Event.Calibration_onset	Time_to_first_Event.Chatting_fix_offset	Time_to_first_Event.Chatting_offset	Time_to_first_Event.Chatting_onset	Time_to_first_Event.Clicking_fix_offset	Time_to_first_Event.Clicking_offset	Time_to_first_Event.Clicking_onset	Time_to_first_Event.Drawing_fix_offset	Time_to_first_Event.Drawing_offset	Time_to_first_Event.Drawing_onset	Time_to_first_Event.Drumming_fix_offset	Time_to_first_Event.Drumming_offset	Time_to_first_Event.Drumming_onset	Time_to_first_Event.Head_fix_offset	Time_to_first_Event.Head_offset	Time_to_first_Event.Head_onset	Time_to_first_Event.Heckling_fix_offset	Time_to_first_Event.Heckling_offset	Time_to_first_Event.Heckling_onset	Time_to_first_Event.Lesson_end	Time_to_first_Event.Lesson_start	Time_to_first_Event.Phone_fix_offset	Time_to_first_Event.Phone_offset	Time_to_first_Event.Phone_onset	Time_to_first_Event.Reaction_chatting	Time_to_first_Event.Reaction_clicking	Time_to_first_Event.Reaction_drawing	Time_to_first_Event.Reaction_drumming	Time_to_first_Event.Reaction_head	Time_to_first_Event.Reaction_heckling	Time_to_first_Event.Reaction_phone	Time_to_first_Event.Reaction_snipping	Time_to_first_Event.Reaction_whispering	Time_to_first_Event.Snipping_fix_offset	Time_to_first_Event.Snipping_offset	Time_to_first_Event.Snipping_onset	Time_to_first_Event.Whispering_fix_offset	Time_to_first_Event.Whispering_offset	Time_to_first_Event.Whispering_onset	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Anna	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															4237	353	80	1419	12	9931	560	Carl(a)	Carl(a)	0				0			4697	783	200	1619	6	9931	1039	4937	823	220	1699	6	9911	1059	4	17227	27640	488,16	436,26
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Bianca	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															1019	204	120	340	5	1696	140	Carl(a)	Carl(a)	0				0			1019	204	120	340	5	1696	140	1199	240	160	400	5	1676	160	0	27640	17227	436,26	488,16
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Board_Screen	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															600	150	80	220	4	15847	120	Carl(a)	Carl(a)	0				0			780	780	780	780	1	15847	780	820	820	820	820	1	15807	820	2				
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Carl(a)	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															11751	618	80	3058	19	0	1376	Carl(a)	Carl(a)	0				0			13010	1626	221	3618	8	0	1376	13130	1641	241	3618	8	0	1376	7		28500		366,04
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Classroom_Others	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															1079	180	100	320	6	24362	240	Carl(a)	Carl(a)	0				0			1259	420	100	840	3	24362	840	1439	480	140	899	3	24302	899	2	28500	27420	366,04	124,8
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															2216	739	220	1376	3	0	1376	Carl(a)	Carl(a)	0				0			2216	739	220	1376	3	0	1376	2236	745	220	1376	3	0	1376	0		2255		172,99
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Nametag_Anna	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															180	180	180	180	1	10531	180	Carl(a)	Carl(a)	0				0			180	180	180	180	1	10531	180	220	220	220	220	1	10491	220	0	10491	10710	345,08	393,8
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															140	140	140	140	1	1456	140	Carl(a)	Carl(a)	0				0			140	140	140	140	1	1456	140	180	180	180	180	1	1416	180	0				
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Teacher_material	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2146	0																					1758															3298	550	260	1259	6	17986	320	Carl(a)	Carl(a)	0				0			3478	1739	1259	2219	2	17986	2219	3518	1759	1279	2239	2	17966	2239	4				
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														6696	558	120	1639	12	1939	280	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			6976	1395	200	3978	5	1939	280	7216	1443	280	4018	5	1879	340	5	2399	2219	269,97	309,42
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														160	160	160	160	1	12053	160	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			160	160	160	160	1	12053	160	220	220	220	220	1	11993	220	0	11993	12213	509,78	429,15
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														360	120	100	140	3	7196	140	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			420	420	420	420	1	7196	420	420	420	420	420	1	7196	420	2				
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														120	120	120	120	1	6776	120	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			120	120	120	120	1	6776	120	140	140	140	140	1	6756	140	0		6896		274,42
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														7116	547	120	1639	13	1939	280	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			7416	1483	200	3978	5	1939	280	7655	1531	280	4018	5	1879	340	6	2399	2219	269,97	309,42
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Nametag_Anna	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														460	115	80	140	4	2319	80	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			640	213	80	440	3	2319	80	720	240	80	480	3	2319	80	0	9934	2399	168,19	269,97
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Students_material	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														780	260	180	420	3	6936	180	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			919	460	180	740	2	6936	180	979	490	220	760	2	6896	220	0	6896	11833	274,42	143,49
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen	1	fullstream	Teacher_material	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0										0																			9874														1499	300	220	400	5	0	400	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			1599	1599	1599	1599	1	0	1599	1599	1599	1599	1599	1	0	1599	4				
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														9075	504	80	1639	18	1939	280	Board_Screen		0				0			9414	941	100	3978	10	1939	280	9854	985	140	4018	10	1879	340	5	2399	2219	269,97	309,42
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														1019	340	160	480	3	12053	160	Board_Screen		0				0			1019	340	160	480	3	12053	160	1139	380	220	520	3	11993	220	0	11993	12213	509,78	429,15
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Board_Screen	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														6556	410	80	2059	16	18829	80	Board_Screen		0				0			7333	1467	80	2598	5	18829	80	7493	1499	100	2638	5	18809	100	9	20648	18909	247,67	125,36
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														1359	194	100	300	7	7196	140	Board_Screen		0				0			1459	365	280	460	4	7196	420	1539	385	280	480	4	7196	420	3	23806	15391	361,26	296,37
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														240	120	120	120	2	6776	120	Board_Screen		0				0			240	120	120	120	2	6776	120	280	140	140	140	2	6756	140	0		6896		274,42
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														7555	540	120	1639	14	1939	280	Board_Screen		0				0			7875	1575	280	3978	5	1939	280	8115	1623	340	4018	5	1879	340	7	2399	2219	269,97	309,42
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Nametag_Anna	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														460	115	80	140	4	2319	80	Board_Screen		0				0			640	213	80	440	3	2319	80	720	240	80	480	3	2319	80	0	9934	2399	168,19	269,97
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														220	220	220	220	1	16730	220	Board_Screen		0				0			220	220	220	220	1	16730	220	240	240	240	240	1	16710	240	0	16710	16950	279,63	641,37
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Students_material	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														1719	286	160	540	6	6936	180	Board_Screen		0				0			1859	372	160	740	5	6936	180	2059	412	200	760	5	6896	220	0	6896	11833	274,42	143,49
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Clicking_pen_fix	1	fullstream	Teacher_material	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									12493	0																			9874														2319	258	80	400	9	0	400	Board_Screen		0				0			2439	610	160	1599	4	0	1599	2498	625	220	1599	4	0	1599	5	14511	28723	633,27	287,24
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													240	120	80	160	2	6106	160	Carl(a)	Carl(a)	0				0			260	260	260	260	1	6106	260	320	320	320	320	1	6046	320	1	6046	6366	373,81	333,5
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													1119	280	220	400	4	5167	260	Carl(a)	Carl(a)	0				0			1179	393	260	520	3	5167	260	1299	433	300	560	3	5127	300	0	6586	5427	269,02	275,43
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Board_Screen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													1639	205	140	380	8	2828	180	Carl(a)	Carl(a)	0				0			1879	1879	1879	1879	1	2828	1879	1899	1899	1899	1899	1	2808	1899	6				
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													3848	321	80	919	12	7905	120	Carl(a)	Carl(a)	0				0			4387	877	180	1619	5	7905	1619	4607	921	200	1699	5	7825	1699	3	7825	9744	425,79	183,82
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													4677	334	80	919	14	7905	120	Carl(a)	Carl(a)	0				0			5757	1919	180	3958	3	7905	1619	5896	1965	200	3998	3	7825	1699	4	7825	9744	425,79	183,82
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													260	130	100	160	2	1849	160	Carl(a)	Carl(a)	0				0			260	130	100	160	2	1849	160	300	150	120	180	2	1829	180	0		6046		373,81
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													160	160	160	160	1	9764	160	Carl(a)	Carl(a)	0				0			160	160	160	160	1	9764	160	180	180	180	180	1	9744	180	0	9744		183,82	
Recording047	ProVisioNET_pilot_02_02	Female	Novice	Drawing	1	fullstream	Students_material	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0													0																	11069													1819	364	80	520	5	630	200	Carl(a)	Carl(a)	0				0			1899	475	80	1099	4	630	200	1999	500	80	1099	4	550	280	0	13462	14002	100,71	255,76
