Recording	Participant	Gender	Group	TOI	Interval	Media	AOI	Number_of_Events.Logged_live_Event	Number_of_Events.Calibration_fix_offset	Number_of_Events.Calibration_offset	Number_of_Events.Calibration_onset	Number_of_Events.Chatting_fix_offset	Number_of_Events.Chatting_offset	Number_of_Events.Chatting_onset	Number_of_Events.Clicking_fix_offset	Number_of_Events.Clicking_offset	Number_of_Events.Clicking_onset	Number_of_Events.Drawing_fix_offset	Number_of_Events.Drawing_offset	Number_of_Events.Drawing_onset	Number_of_Events.Drumming_fix_offset	Number_of_Events.Drumming_offset	Number_of_Events.Drumming_onset	Number_of_Events.Head_fix_offset	Number_of_Events.Head_offset	Number_of_Events.Head_onset	Number_of_Events.Heckling_fix_offset	Number_of_Events.Heckling_offset	Number_of_Events.Heckling_onset	Number_of_Events.Lesson_end	Number_of_Events.Lesson_start	Number_of_Events.Phone_fix_offset	Number_of_Events.Phone_offset	Number_of_Events.Phone_onset	Number_of_Events.Reaction_chatting	Number_of_Events.Reaction_clicking	Number_of_Events.Reaction_drawing	Number_of_Events.Reaction_drumming	Number_of_Events.Reaction_head	Number_of_Events.Reaction_heckling	Number_of_Events.Reaction_phone	Number_of_Events.Reaction_snipping	Number_of_Events.Reaction_whispering	Number_of_Events.Snipping_fix_offset	Number_of_Events.Snipping_offset	Number_of_Events.Snipping_onset	Number_of_Events.Whispering_fix_offset	Number_of_Events.Whispering_offset	Number_of_Events.Whispering_onset	Time_to_first_Event.Logged_live_Event	Time_to_first_Event.Calibration_fix_offset	Time_to_first_Event.Calibration_offset	Time_to_first_Event.Calibration_onset	Time_to_first_Event.Chatting_fix_offset	Time_to_first_Event.Chatting_offset	Time_to_first_Event.Chatting_onset	Time_to_first_Event.Clicking_fix_offset	Time_to_first_Event.Clicking_offset	Time_to_first_Event.Clicking_onset	Time_to_first_Event.Drawing_fix_offset	Time_to_first_Event.Drawing_offset	Time_to_first_Event.Drawing_onset	Time_to_first_Event.Drumming_fix_offset	Time_to_first_Event.Drumming_offset	Time_to_first_Event.Drumming_onset	Time_to_first_Event.Head_fix_offset	Time_to_first_Event.Head_offset	Time_to_first_Event.Head_onset	Time_to_first_Event.Heckling_fix_offset	Time_to_first_Event.Heckling_offset	Time_to_first_Event.Heckling_onset	Time_to_first_Event.Lesson_end	Time_to_first_Event.Lesson_start	Time_to_first_Event.Phone_fix_offset	Time_to_first_Event.Phone_offset	Time_to_first_Event.Phone_onset	Time_to_first_Event.Reaction_chatting	Time_to_first_Event.Reaction_clicking	Time_to_first_Event.Reaction_drawing	Time_to_first_Event.Reaction_drumming	Time_to_first_Event.Reaction_head	Time_to_first_Event.Reaction_heckling	Time_to_first_Event.Reaction_phone	Time_to_first_Event.Reaction_snipping	Time_to_first_Event.Reaction_whispering	Time_to_first_Event.Snipping_fix_offset	Time_to_first_Event.Snipping_offset	Time_to_first_Event.Snipping_onset	Time_to_first_Event.Whispering_fix_offset	Time_to_first_Event.Whispering_offset	Time_to_first_Event.Whispering_onset	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour	1	fullstream	Anna	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					3780															0				0			Bianca	Bianca	0				0			0				0			0				0			0				
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour	1	fullstream	Bianca	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					3780															2758	552	37	1059	5	0	1022	Bianca	Bianca	0				0			2898	725	37	1319	4	0	1022	3058	765	57	1379	4	0	1022	0	3560	3241	494,23	335,85
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour	1	fullstream	Board_Screen	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					3780															460	153	120	200	3	1602	200	Bianca	Bianca	0				0			540	270	200	340	2	1602	200	580	290	220	360	2	1582	220	1				
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour	1	fullstream	Carl(a)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					3780															200	200	200	200	1	5000	200	Bianca	Bianca	0				0			200	200	200	200	1	5000	200	260	260	260	260	1	4940	260	0	4940	5200	298,04	323,49
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour	1	fullstream	Classroom_Others	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					3780															899	300	260	360	3	3301	260	Bianca	Bianca	0				0			1019	510	260	760	2	3301	260	1139	570	320	819	2	3241	320	1	3241	3560	335,85	494,23
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour	1	fullstream	Disruptive_Person	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0																					3780															2721	680	120	1059	4	0	1022	Bianca	Bianca	0				0			2861	954	520	1319	3	0	1022	3001	1000	600	1379	3	0	1022	0	3560	3241	494,23	335,85
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Anna	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															879	440	80	800	2	17272	80	Carl(a)	Carl(a)	0				0			879	440	80	800	2	17272	80	959	480	120	840	2	17232	120	0	22329		268,36	
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Bianca	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															3441	573	120	1059	6	0	1022	Carl(a)	Carl(a)	0				0			3580	716	340	1319	5	0	1022	3760	752	360	1379	5	0	1022	0	3560	3241	494,23	335,85
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Board_Screen	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															6996	269	80	1379	26	1602	200	Carl(a)	Carl(a)	0				0			8535	1219	200	2858	7	1602	200	8755	1251	220	2918	7	1582	220	11		12155		468,61
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Carl(a)	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															814	271	200	320	3	5000	200	Carl(a)	Carl(a)	0				0			854	427	200	655	2	5000	200	934	467	260	675	2	4940	260	1	4940	5200	298,04	323,49
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Classroom_Others	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															4917	307	80	700	16	3301	260	Carl(a)	Carl(a)	0				0			5257	478	80	1459	11	3301	260	5677	516	120	1479	11	3241	320	4	3241	3560	335,85	494,23
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															2721	680	120	1059	4	0	1022	Carl(a)	Carl(a)	0				0			2861	954	520	1319	3	0	1022	3001	1000	600	1379	3	0	1022	0	3560	3241	494,23	335,85
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Material_Teacher	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6076	0																					3780															4537	756	260	2319	6	17512	2319	Carl(a)	Carl(a)	0				0			4817	4817	4817	4817	1	17512	4817	4857	4857	4857	4857	1	17472	4857	4		22329		268,36
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen	1	fullstream	Anna	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30477		0																																	5017	717	160	2099	7	2049	220	Carl(a)		0				0			5017	717	160	2099	7	2049	220	5337	762	180	2199	7	1989	280	0	1989	2269	368,7	563,65
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen	1	fullstream	Bianca	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30477		0																																	4567	652	120	1379	7	0	510	Carl(a)		0				0			5287	881	120	1989	6	0	1989	5527	921	140	1989	6	0	1989	0	10424	1989	408,53	368,7
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen	1	fullstream	Board_Screen	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30477		0																																	660	220	100	440	3	21577	100	Carl(a)		0				0			680	340	120	560	2	21577	560	760	380	140	620	2	21517	620	1				
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen	1	fullstream	Carl(a)	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30477		0																																	7515	835	160	3638	9	2349	660	Carl(a)		220	220	220	220	1	29632	220	7575	947	200	3638	8	2349	660	7855	982	220	3658	8	2269	740	0	2269	3008	563,65	575,17
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30477		0																																	3678	368	80	1099	10	4207	1099	Carl(a)		0				0			6036	1006	80	3758	6	4207	1099	6256	1043	120	3798	6	4148	1159	0	15341	5307	427,06	462,32
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30477		0																																	4058	676	120	1379	6	1229	760	Carl(a)		0				0			4058	676	120	1379	6	1229	760	4317	720	140	1439	6	1209	780	0	10424	1989	408,53	368,7
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0																																	5017	717	160	2099	7	2049	220	Carl(a)		0				0			5017	717	160	2099	7	2049	220	5337	762	180	2199	7	1989	280	0	1989	2269	368,7	563,65
Recording046	ProVisioNET_pilot_01_01	Female	Novice	Clicking_pen_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0																																	4567	652	120	1379	7	0	510	Carl(a)		0				0			5287	881	120	1989	6	0	1989	5527	921	140	1989	6	0	1989	0	10424	1989	408,53	368,7
